"","distancia_centro_comercial","distancia_escuela","distancia_universidad","distancia_cesped","distancia_bosques","distancia_parque","distancia_cine","distancia_discoteca","distancia_transporte","geometry"
"5026",1256,716,621,5624,3860,13167,10,140,1320,c(-74.0934492, 4.6348476)
"5027",1770,7454,167,15741,4842,3588,32,69,1951,c(-74.026, 4.725)
"5028",489,522,1237,49692,4736,31141,44,53,1914,c(-74.04, 4.708)
"5029",179,2980,156,6673,1038,24543,14,54,68,c(-74.0363566, 4.6932164)
"5030",2069,5384,1396,60139,1150,9374,79,69,1977,c(-74.033, 4.733)
"5031",445,2643,1154,13725,4879,1874,33,64,2276,c(-74.049, 4.686)
"5032",1795,3344,156,6683,3527,5731,14,54,66,c(-74.041, 4.692)
"5033",441,2162,166,15520,4758,5146,32,69,134,c(-74.035, 4.715)
"5034",1776,3420,1221,13501,4755,4745,79,69,1946,c(-74.046, 4.727)
"5035",18,1919,145,19383,3794,134,13,80,1912,c(-74.08, 4.643)
"5036",284,554,168,15651,1042,1067,32,53,68,c(-74.029, 4.71)
"5037",489,7044,1237,49779,4736,32164,32,53,1914,c(-74.035, 4.709)
"5038",531,7074,1219,29877,1150,21578,79,69,1964,c(-74.034, 4.73)
"5039",260,2002,177,13875,5692,1978,74,70,234,c(-74.08, 4.703)
"5040",112,2530,1331,24459,4242,3527,9,118,2497,c(-74.126, 4.613)
"5041",295,491,170,15532,4755,5588,44,66,874,c(-74.048, 4.716)
"5042",137,3229,1125,17613,8177,11534,21,2,563,c(-74.061, 4.671)
"5043",637,3344,1152,13832,4735,9947,44,53,1908,c(-74.045, 4.703)
"5044",291,3430,1220,69237,4755,5813,79,66,134,c(-74.044, 4.722)
"5045",2355,3344,1237,47079,4735,1889,44,53,68,c(-74.039, 4.703)
"5046",1690,522,1237,49694,4736,31149,44,53,1907,c(-74.041, 4.707)
"5047",291,3430,1220,69237,4755,5813,79,66,134,c(-74.044, 4.722)
"5048",1795,3438,1153,13784,4880,661,14,54,66,c(-74.045, 4.691)
"5049",637,3344,1152,13832,4735,9947,44,53,1908,c(-74.045, 4.703)
"5050",489,6991,1241,14103,3568,1860,44,53,68,c(-74.031, 4.704)
"5051",284,550,168,15409,3568,1863,32,53,68,c(-74.0290024, 4.7065556)
"5052",461,1101,1173,14240,6393,23462,16,56,2464,c(-74.0654396, 4.6967503)
"5053",2356,6991,1238,15550,1047,5825,44,53,68,c(-74.0332713, 4.7021707)
"5054",322,950,199,52406,8177,4662,21,46,2237,c(-74.0637274, 4.6670443)
"5055",1932,4605,653,26509,4243,17527,84,114,519,c(-74.120673, 4.5994509)
"5056",2281,196,439,23414,6613,16853,11,107,889,c(-74.1260638, 4.6417227)
"5057",1060,3344,1152,60959,4880,1491,44,54,66,c(-74.0437594, 4.693101)
"5058",291,3427,1221,69238,4755,5839,79,66,134,c(-74.045, 4.721)
"5059",637,3344,1152,13832,4735,9947,44,53,1908,c(-74.045, 4.703)
"5060",443,5385,166,46111,4822,5151,32,69,134,c(-74.030609, 4.7220002)
"5061",262,2003,176,18365,5692,10843,74,9,879,c(-74.082, 4.696)
"5062",445,2646,1154,17649,4898,6217,16,56,2277,c(-74.0538859, 4.6886932)
"5063",208,7073,1396,43786,1150,13878,79,69,1975,c(-74.0363466, 4.7326301)
"5064",2031,6668,869,60271,6303,32598,45,50,1984,c(-74.056, 4.743)
"5065",626,2153,1151,7106,4873,8932,44,56,1900,c(-74.0532313, 4.6984066)
"5066",1971,3602,439,53664,6614,16860,12,107,889,c(-74.1298481, 4.6450339)
"5067",179,3344,156,13556,1038,1193,14,54,68,c(-74.0380425, 4.6954493)
"5068",179,3344,156,13556,1038,1193,14,54,68,c(-74.038, 4.696)
"5069",1060,3344,1152,13809,4880,5707,44,54,66,c(-74.0454926, 4.6957284)
"5070",293,3420,1221,13513,4755,20754,79,66,1938,c(-74.0467357635, 4.7250646954)
"5071",361,405,210,21806,8038,3835,12,98,300,c(-74.126581, 4.6716319)
"5072",439,6572,167,15703,4851,8684,32,69,134,c(-74.0283924832, 4.7170010094)
"5073",284,556,1241,15412,3568,3578,32,53,68,c(-74.0301740983, 4.7054641257)
"5074",1087,415,166,27462,4755,3366,32,69,134,c(-74.0389374672, 4.7185331685)
"5075",606,2186,288,13892,5686,36982,29,70,232,c(-74.074, 4.709)
"5076",1134,7815,928,40615,3486,10500,27,141,670,c(-74.0746171, 4.6086696)
"5077",1946,33,121,19493,9,69,10,80,1340,c(-74.0918806, 4.646271)
"5078",1690,519,1237,13836,4735,31011,44,53,1907,c(-74.041, 4.706)
"5079",141,257,1310,50655,6453,11442,84,17,843,c(-74.1337618, 4.5784864)
"5080",79,2980,156,13554,1038,5806,14,54,68,c(-74.0351635856, 4.6954761161)
"5081",154,7377,1397,60307,6307,2159,79,69,488,c(-74.0464292, 4.7385467)
"5082",1770,1064,167,15744,4851,3588,32,69,1946,c(-74.0264547, 4.7239215)
"5083",175,2710,749,6368,3527,6022,14,54,129,c(-74.036, 4.686)
"5084",295,6940,1221,44800,4755,12882,20,66,1925,c(-74.049, 4.719)
"5085",529,7074,1219,6962,1151,21526,79,69,1951,c(-74.038, 4.727)
"5086",1060,3344,1152,13826,4880,1964,44,53,68,c(-74.044, 4.699)
"5087",1060,3344,1152,60958,4880,5727,44,54,66,c(-74.045, 4.694)
"5088",486,3344,156,47066,1047,5831,44,53,68,c(-74.038, 4.699)
"5089",636,1315,1145,13536,4734,4915,44,55,1907,c(-74.05, 4.705)
"5090",483,7713,1700,24188,8409,32901,31,50,2027,c(-74.042, 4.753)
"5091",491,522,1237,13836,4735,31149,44,53,1907,c(-74.0421834, 4.7071217)
"5092",635,6921,1145,13534,4734,5025,44,53,1907,c(-74.048, 4.707)
"5093",1059,3344,1152,13827,4880,1961,44,53,400,c(-74.044, 4.7)
"5094",1684,3344,1152,13832,4735,32421,44,53,1908,c(-74.044, 4.703)
"5095",636,6833,1145,27540,4734,5048,44,55,1914,c(-74.05, 4.709)
"5096",491,3344,1237,13834,4735,9942,44,53,1907,c(-74.043, 4.706)
"5097",1087,415,170,27463,4755,3367,32,69,134,c(-74.039, 4.716)
"5098",284,7058,1241,15638,3568,1862,32,53,68,c(-74.031, 4.708)
"5099",636,6831,1145,27540,4734,5060,44,53,1914,c(-74.049, 4.709)
"5100",79,2980,156,57806,1038,5806,14,54,68,c(-74.035, 4.695)
"5101",486,6991,156,15550,1047,5817,44,53,68,c(-74.035, 4.7)
"5102",530,3421,1220,13503,1151,12858,79,69,153,c(-74.042, 4.727)
"5103",635,1315,1145,13539,4734,4986,44,53,400,c(-74.047, 4.703)
"5104",288,3423,1221,16610,4755,9169,79,66,134,c(-74.049, 4.723)
"5105",1062,3344,1152,13829,4880,967,44,53,68,c(-74.042, 4.7)
"5106",626,3146,1145,13591,4881,973,44,55,1900,c(-74.051, 4.7)
"5107",2246,6991,1055,1222,3561,3298,14,53,68,c(-74.03, 4.701)
"5108",284,554,2208,15651,3568,1872,32,53,68,c(-74.0310675, 4.7094433)
"5109",529,7074,1219,6962,1151,21526,79,69,1951,c(-74.038, 4.727)
"5110",1059,3344,1152,13827,4880,1961,44,53,400,c(-74.044, 4.7)
"5111",439,6572,167,15697,4851,8687,32,69,134,c(-74.02741, 4.71839)
"5112",284,553,168,15408,1042,1863,32,53,68,c(-74.028783, 4.7072773)
"5113",636,1315,1145,13540,4881,4906,44,55,400,c(-74.051, 4.703)
"5114",489,522,1237,49692,4736,31141,44,53,1914,c(-74.04, 4.708)
"5115",626,3146,1145,13546,4881,973,44,53,400,c(-74.05, 4.701)
"5116",625,3344,1152,13578,4880,5583,44,53,1900,c(-74.047, 4.699)
"5117",626,2153,1150,16373,4895,8940,16,56,490,c(-74.055, 4.695)
"5118",626,3146,1151,7099,4881,8537,44,55,1900,c(-74.052, 4.7)
"5119",530,3421,1219,13508,4755,12859,79,69,1943,c(-74.042, 4.726)
"5120",491,3344,1237,13836,4735,9942,44,53,1907,c(-74.042424, 4.705911)
"5121",288,3423,1221,16610,4755,9169,79,66,134,c(-74.0496002, 4.7229283)
"5122",1688,522,1237,49704,4736,31010,44,53,1914,c(-74.0418546, 4.7084164)
"5123",557,3459,1155,16326,6315,8920,16,56,2283,c(-74.056, 4.689)
"5124",1060,3438,1153,13618,4880,10586,44,54,1852,c(-74.0494278, 4.6926432)
"5125",427,415,170,27461,4755,3367,32,69,134,c(-74.0406153, 4.7177878)
"5126",288,3423,1221,16610,4755,9169,79,66,134,c(-74.0496002, 4.7229283)
"5127",176,3344,156,6687,3527,6255,14,54,68,c(-74.0385957, 4.6926247)
"5128",1061,3344,156,13576,4880,1976,44,54,68,c(-74.040574, 4.6968213)
"5129",1060,3344,1152,13817,4880,1965,44,53,66,c(-74.044195, 4.6988037)
"5130",79,6991,1055,15550,1047,1869,14,53,68,c(-74.0322743, 4.7010789)
"5131",427,415,170,27461,4755,3367,32,69,134,c(-74.0406153, 4.7177878)
"5132",176,3344,156,6687,3527,6255,14,54,68,c(-74.0385957, 4.6926247)
"5133",443,1059,166,46111,4826,3584,32,69,134,c(-74.0316907, 4.7227073)
"5134",288,3423,1221,16608,4755,910,79,66,134,c(-74.0495106, 4.7234209)
"5135",176,3344,156,13558,1038,1192,14,54,68,c(-74.0401494324, 4.6939034331)
"5136",1061,3344,156,13576,4880,1976,44,54,68,c(-74.040574, 4.6968213)
"5137",1795,2645,1632,13763,3515,5720,14,54,66,c(-74.0420382, 4.6892349)
"5138",428,7074,1219,6965,1151,13885,79,69,1946,c(-74.0370604, 4.7252328)
"5139",1060,3344,1152,13820,4880,15523,44,54,66,c(-74.0434726, 4.6973894)
"5140",489,519,1237,14054,4736,31011,44,53,1907,c(-74.0397226, 4.7060617)
"5141",441,2162,166,46131,4826,1169,32,69,134,c(-74.0342064, 4.7174314)
"5142",428,7074,1219,6965,1151,13885,79,69,1946,c(-74.0370604, 4.7252328)
"5143",290,415,1219,69234,4755,1592,79,66,134,c(-74.0431246285, 4.7194637674)
"5144",284,549,168,15395,1042,1864,32,53,68,c(-74.0266688, 4.7052534)
"5145",1060,3344,1152,60968,4880,1494,44,54,66,c(-74.0434251, 4.6939264)
"5146",635,6896,170,27545,4739,4910,44,53,1914,c(-74.0474332, 4.7119563)
"5147",557,3459,1155,16323,6315,8923,16,56,2283,c(-74.0563523, 4.6882433)
"5148",1060,3438,1153,13620,4879,6223,33,54,2276,c(-74.0491135, 4.6911171)
"5149",288,3423,1221,16610,4755,9169,79,66,134,c(-74.0496002, 4.7229283)
"5150",79,7056,1055,1221,1047,3316,14,53,68,c(-74.0308155, 4.6999491)
"5151",489,519,1237,14054,4736,31011,44,53,1907,c(-74.0397331, 4.7059844)
"5152",1060,3438,1153,13792,4880,721,44,54,2276,c(-74.047127, 4.6921789)
"5153",555,1064,1219,46366,1151,5162,32,69,153,c(-74.0329959, 4.7259139)
"5154",288,3423,1221,16610,4755,9169,79,66,134,c(-74.0496002, 4.7229283)
"5155",1061,3344,156,13576,4880,1976,44,54,68,c(-74.040574, 4.6968213)
"5156",1060,3344,1152,13810,4880,11198,44,54,66,c(-74.0430482, 4.6942091)
"5157",294,6940,1221,1946,4755,4402,20,62,1929,c(-74.0496386, 4.720565)
"5158",2069,5384,1396,29854,1150,11239,79,69,406,c(-74.032909, 4.7353028)
"5159",2774,7529,536,59251,8345,21059,31,50,411,c(-74.0424987, 4.7635286)
"5160",87,2710,1055,57795,3447,32426,14,54,129,c(-74.0310134, 4.6900091)
"5161",1775,1563,1221,13498,1151,13900,79,69,1954,c(-74.0434046, 4.7288997)
"5162",1770,5384,1219,29893,1150,16771,79,69,1958,c(-74.0312057, 4.7286075)
"5163",555,1064,1219,29870,1151,3585,32,69,1946,c(-74.0333996023, 4.7248982507)
"5164",425,2162,166,46130,4755,31437,32,69,134,c(-74.0363895, 4.7182153)
"5165",636,1326,1145,14019,4734,30476,44,55,1907,c(-74.0509299, 4.708208)
"5166",288,3423,1221,13520,4755,11881,79,66,134,c(-74.0485228, 4.7231502)
"5167",2561,2980,156,6681,3527,6752,14,54,67,c(-74.0379269, 4.6892324)
"5168",2246,1815,1055,14097,3566,3298,14,53,68,c(-74.0281369, 4.700943)
"5169",626,2153,1151,7107,4901,19375,44,56,1900,c(-74.0537238, 4.6981195)
"5170",179,2980,156,13555,1038,1201,14,54,68,c(-74.0374941, 4.6936907)
"5171",443,1059,166,46111,4826,3584,32,69,134,c(-74.0316907, 4.7227073)
"5172",288,3423,1221,16610,4755,9169,79,66,134,c(-74.0496002, 4.7229283)
"5173",514,3394,1221,16594,6308,14067,79,66,1947,c(-74.0484621, 4.7276319)
"5174",425,2162,170,49632,4758,1959,32,69,874,c(-74.0362429, 4.7141333)
"5175",427,415,170,69234,4755,1592,79,66,134,c(-74.0428969, 4.7191871)
"5176",295,6895,170,45208,4756,3455,44,62,874,c(-74.0483166, 4.7144697)
"5177",2244,2980,156,57797,1039,4879,14,54,68,c(-74.0323612386, 4.6940165718)
"5178",2246,1815,1055,14097,3566,3298,14,53,68,c(-74.0281369, 4.700943)
"5179",419,415,166,45951,4755,31565,32,69,134,c(-74.0375424, 4.7192259)
"5180",1690,519,1237,13836,4735,19852,44,53,1907,c(-74.0413713, 4.7054786)
"5181",198,432,1930,45223,8409,31634,31,50,2026,c(-74.0376819, 4.754718)
"5182",284,7058,1241,15653,3568,32155,32,53,68,c(-74.031527, 4.7087597)
"5183",1060,3344,1152,13579,4880,15526,44,54,1903,c(-74.0472391, 4.6967723)
"5184",491,6831,1237,27109,4735,5075,44,53,1914,c(-74.0442082842, 4.7079192988)
"5185",1795,3438,1152,13786,4880,1491,44,54,66,c(-74.0448035, 4.6921028)
"5186",79,6991,156,15550,1047,5136,14,53,68,c(-74.0332410509, 4.6996379217)
"5187",288,3423,1221,16610,4755,9169,79,66,134,c(-74.0496002, 4.7229283)
"5188",288,3423,1221,16610,4755,9169,79,66,134,c(-74.0496002, 4.7229283)
"5189",626,2153,1151,13612,4879,8935,44,56,13,c(-74.0523077, 4.6961975)
"5190",1060,3344,1152,13818,4880,1966,44,53,66,c(-74.0442864, 4.698397)
"5191",1061,3344,156,13576,4880,1976,44,54,68,c(-74.0410878, 4.6961666)
"5192",1771,5384,1396,43792,1150,20712,79,69,1971,c(-74.0311166, 4.7313043)
"5193",635,6830,1529,27545,4734,4910,44,53,1914,c(-74.0477056, 4.7112219)
"5194",208,7073,1222,43786,1150,13877,79,69,1971,c(-74.0370076791, 4.7321760216)
"5195",1795,3344,1632,13763,3515,5720,14,54,66,c(-74.041608, 4.6892248)
"5196",570,1562,1221,49317,1151,13900,79,69,1962,c(-74.0427648, 4.7298628)
"5197",1776,3420,1221,13505,6308,4743,79,66,153,c(-74.0470807, 4.72834)
"5198",626,3146,1151,7098,4873,8538,44,55,1900,c(-74.0527163, 4.7003824)
"5199",557,3459,1155,16324,6315,8923,16,56,2280,c(-74.0564172, 4.6883648)
"5200",288,3423,1221,16610,4755,9169,79,66,134,c(-74.0496002, 4.7229283)
"5201",179,3344,156,13555,1038,1201,14,54,68,c(-74.0374422, 4.6947054)
"5202",284,556,168,15394,3568,1864,32,53,68,c(-74.0282221, 4.7049384)
"5203",288,3423,1221,13520,4755,11881,79,66,134,c(-74.0478122, 4.723141)
"5204",425,2162,166,46131,4826,1169,32,69,134,c(-74.0345363406, 4.7176428611)
"5205",288,3423,1221,16610,4755,9169,79,66,134,c(-74.0496002, 4.7229283)
"5206",1061,3344,1152,13816,4880,1974,44,53,68,c(-74.0426937, 4.6984658)
"5207",445,2643,1154,68328,4879,5113,33,64,2276,c(-74.0501968, 4.6859775)
"5208",140,4350,1221,13496,6308,1488,79,69,1958,c(-74.0455052, 4.7312865)
"5209",2070,3326,1396,29876,1150,12474,79,50,1992,c(-74.0340623, 4.7401005)
"5210",427,415,170,27454,4755,3365,79,69,134,c(-74.0419556019, 4.7192630774)
"5211",636,6924,1145,13533,4734,5073,44,53,1907,c(-74.0490735, 4.7065123)
"5212",1060,3438,1153,13618,4880,660,44,54,2276,c(-74.0484585, 4.6919273)
"5213",1770,1064,1219,29868,4826,3592,32,69,153,c(-74.0297663231, 4.7245629878)
"5214",1795,3344,156,6683,3527,5702,14,54,66,c(-74.0404763415, 4.691920869)
"5215",491,6831,1237,27109,4735,5075,44,53,1914,c(-74.04408574, 4.708812097)
"5216",2355,6990,1237,47079,1047,1889,44,53,68,c(-74.0381839, 4.7025536)
"5217",179,3344,156,13555,1038,1201,14,54,68,c(-74.0374941, 4.6947045)
"5218",636,6830,1145,53875,4734,5048,44,55,1914,c(-74.0501742548, 4.7109065594)
"5219",635,6831,1145,27540,4734,5056,44,53,1907,c(-74.0482240264, 4.7076798919)
"5220",152,1001,1733,10448,5712,11423,26,6,100,c(-74.0680611, 4.6078233)
"5221",1119,2612,1898,35607,6901,25702,66,49,1822,c(-74.068, 4.599)
"5222",733,3315,1045,41699,4328,12580,82,3,630,c(-74.068, 4.628)
"5223",655,1610,2245,24544,4242,6581,9,117,1284,c(-74.1179659, 4.617819)
"5224",152,5089,396,10387,3508,29297,26,44,29,c(-74.0673565, 4.6113033)
"5225",3,3629,1286,23068,16,13176,11,107,2365,c(-74.1168263, 4.6384573)
"5226",2022,7876,260,49131,6900,442,27,141,1789,c(-74.079979, 4.6015837)
"5227",471,883,45,27828,1423,289,26,43,907,c(-74.0668600516, 4.6192392279)
"5228",2044,8020,1305,41738,3553,343,27,57,1180,c(-74.08211545, 4.62201389)
"5229",471,5092,42,27832,5792,288,26,45,910,c(-74.0689613, 4.6187253)
"5230",659,1629,1301,24567,4242,16793,9,118,1284,c(-74.1217018127, 4.6203203258)
"5231",2689,1034,291,22319,4335,1621,9,115,1750,c(-74.108014, 4.6153959)
"5232",655,4463,291,22985,4335,9038,9,107,697,c(-74.1146584, 4.6236451)
"5233",720,2604,781,27004,4857,10270,82,1,624,c(-74.069, 4.636)
"5234",1108,3528,1751,27795,3794,179,13,71,612,c(-74.0711129, 4.6479123)
"5235",699,1959,145,806,3794,205,13,85,1913,c(-74.0748072, 4.6436142)
"5236",90,917,1748,41297,8089,28576,46,71,1209,c(-74.073, 4.658)
"5237",560,3459,157,48105,6316,14721,16,64,1254,c(-74.059, 4.685)
"5238",720,2553,768,27721,3794,34421,13,42,618,c(-74.0703911, 4.6401956)
"5239",1109,689,1751,27789,3794,199,13,71,508,c(-74.071916, 4.6481061)
"5240",1109,689,1751,27783,3794,199,13,85,508,c(-74.0724039, 4.6476037)
"5241",558,4813,157,60735,8177,4409,16,64,2449,c(-74.0619041, 4.6799706)
"5242",139,483,911,32247,8089,6126,22,71,598,c(-74.0681649, 4.6631652)
"5243",17,1006,67,54353,3801,130,13,80,1196,c(-74.0816196, 4.6464943)
"5244",139,482,911,41262,8089,23131,21,71,596,c(-74.066193, 4.6641455)
"5245",19,2521,1232,47930,5247,9427,13,140,1065,c(-74.0782142, 4.6362664)
"5246",6,5696,946,34022,8089,24302,47,71,1210,c(-74.0793975095, 4.6614490649)
"5247",18,24,520,19442,2426,161,13,80,1912,c(-74.0873121, 4.6440384)
"5248",18,24,520,19442,2426,161,13,80,1912,c(-74.0873121, 4.6440384)
"5249",18,1709,145,19383,3794,134,13,80,1912,c(-74.0801905, 4.6430766)
"5250",1095,2939,983,27823,5645,181,82,71,615,c(-74.0669891, 4.6492778)
"5251",6,1067,58,362,8080,470,47,65,2346,c(-74.0852012, 4.6692046)
"5252",139,3396,195,16198,8177,29267,21,46,596,c(-74.062944, 4.6639344)
"5253",448,1017,1173,68080,8178,5912,30,65,473,c(-74.0698779, 4.6877733)
"5254",6,1066,58,18845,8081,10502,47,65,2336,c(-74.082323, 4.670179)
"5255",1256,716,19,69046,3860,5789,10,140,922,c(-74.094881, 4.6317549)
"5256",17,1006,1934,19359,2425,32625,13,80,509,c(-74.085097, 4.6491339)
"5257",90,1797,1958,25293,5593,37068,46,71,609,c(-74.0662074, 4.6559691)
"5258",558,4816,157,59096,8177,4408,16,64,2443,c(-74.065868, 4.6803983)
"5259",2158,1986,1165,4735,8040,3181,19,87,260,c(-74.1182542, 4.6983555)
"5260",2680,1151,1395,18921,7838,1436,74,9,246,c(-74.0901198, 4.6871223)
"5261",1273,3077,210,9918,6589,10424,83,100,421,c(-74.1115748, 4.6696262)
"5262",507,6848,436,21910,8037,4523,12,98,293,c(-74.1370607, 4.6759053)
"5263",1491,954,1922,1018,8048,15214,19,10,297,c(-74.1131427, 4.6923106)
"5264",2260,3479,1395,1278,8048,8756,19,10,2588,c(-74.103, 4.694)
"5265",1270,756,210,21477,6616,19709,41,101,454,c(-74.118, 4.658)
"5266",1273,740,210,50303,6589,610,83,100,1449,c(-74.115, 4.669)
"5267",510,7479,436,43887,8037,19646,12,98,293,c(-74.138, 4.677)
"5268",1976,405,210,21801,8038,35,12,98,300,c(-74.1260376, 4.6701871)
"5269",95,395,210,60501,6589,576,12,98,454,c(-74.1247288, 4.6625907)
"5270",1270,3647,210,21419,6589,11151,53,101,454,c(-74.1167241, 4.6618278)
"5271",744,4153,114,1049,8047,9017,19,87,260,c(-74.111796, 4.7032508)
"5272",2691,400,439,21729,6589,8163,12,98,128,c(-74.1335926, 4.663438)
"5273",10,651,210,10792,6589,34557,83,99,1468,c(-74.1175514, 4.6732986)
"5274",164,678,743,29906,6589,33817,39,30,425,c(-74.1036213, 4.6606193)
"5275",902,728,1286,15466,16,15793,10,30,2322,c(-74.1064324, 4.6434989)
"5276",164,760,210,21256,6617,11044,54,30,446,c(-74.1116801, 4.658981)
"5277",2691,400,439,21729,6589,8163,12,98,128,c(-74.1335926, 4.663438)
"5278",164,760,210,21275,6589,11044,54,30,446,c(-74.1116877, 4.6591243)
"5279",11,946,2223,20172,6674,1363,83,100,1446,c(-74.1095486, 4.6736642)
"5280",1271,403,210,21815,6589,34707,12,98,1468,c(-74.1244965, 4.6673532)
"5281",1273,2670,210,40403,6589,28568,54,100,424,c(-74.1149587, 4.6671714)
"5282",11,3077,210,9903,6589,1361,83,100,421,c(-74.1099243, 4.6705711)
"5283",164,683,210,50194,6589,5562,56,100,442,c(-74.1091134, 4.6649275)
"5284",2680,1036,1395,18919,7838,1543,74,9,246,c(-74.0880961, 4.6897018)
"5285",512,1518,436,22002,8023,6140,12,86,293,c(-74.1478971, 4.6781911)
"5286",517,728,1283,15468,16,11458,10,30,2322,c(-74.1054599, 4.6422931)
"5287",2546,408,155,20172,6678,16395,83,106,1446,c(-74.1081867399, 4.6763147251)
"5288",11,501,155,53788,6678,4682,57,106,421,c(-74.1029687, 4.6711003)
"5289",2679,1036,1395,66486,7838,1552,74,9,878,c(-74.0876818, 4.6917328)
"5290",1273,3077,210,9903,6589,10423,55,100,421,c(-74.1110556, 4.6685372)
"5291",11,501,155,68913,6678,17214,57,105,2343,c(-74.1025471, 4.6703703)
"5292",606,2186,1050,13902,5686,36770,29,70,232,c(-74.076, 4.709)
"5293",448,1996,1173,4980,8178,16022,30,65,2310,c(-74.0715948, 4.6897669)
"5294",636,3146,1151,29933,6402,9334,29,55,1910,c(-74.059, 4.705)
"5295",294,3492,1221,17211,4755,956,20,62,1926,c(-74.0540633, 4.7203267)
"5296",1872,2599,1047,14305,5424,28717,42,67,2714,c(-74.0733258, 4.7259472)
"5297",462,994,1936,12062,883,2296,15,13,2732,c(-74.0858364, 4.7427052)
"5298",479,588,1051,17820,5429,2783,42,67,229,c(-74.0665575, 4.728752)
"5299",636,3146,1151,12792,4887,27953,29,55,401,c(-74.0577084439, 4.7043968816)
"5300",834,959,1047,14337,5428,10556,45,67,228,c(-74.0757664, 4.7284657)
"5301",479,588,1051,17820,5429,2783,42,67,229,c(-74.0665217381, 4.7288251075)
"5302",636,3146,1151,12792,4887,23333,29,55,401,c(-74.0571842, 4.7043284)
"5303",1609,3146,1151,61929,6394,15506,29,55,401,c(-74.0608750401, 4.7045704971)
"5304",1609,3460,288,63017,6394,35239,29,55,1906,c(-74.0610394, 4.7086309)
"5305",1609,3463,288,63098,6394,21846,29,55,1906,c(-74.062321, 4.7071227)
"5306",103,7220,1184,24760,5108,17637,2,136,1279,c(-74.137, 4.617)
"5307",824,843,1184,54067,4242,31572,62,107,2552,c(-74.1238469, 4.6260694)
"5308",248,498,1184,23789,5104,10506,17,137,722,c(-74.1430807, 4.6295957)
"5309",755,4476,438,13695,5104,714,28,107,887,c(-74.1387858, 4.6381382)
"5310",1581,111,1454,24570,5108,894,2,111,1275,c(-74.1344035, 4.6094348)
"5311",530,1561,1221,49318,1151,11782,79,69,153,c(-74.04212, 4.7275373)
"5312",295,6934,1221,13532,4755,12882,79,66,1925,c(-74.047347, 4.7190326)
"5313",1060,3438,1153,13769,4880,660,44,54,2276,c(-74.0481133, 4.6917065)
"5314",626,2153,1151,7104,4881,8924,44,56,1900,c(-74.0518483, 4.698196)
"5315",1276,4637,1184,24592,4242,9189,9,136,1286,c(-74.1315579414, 4.619758262)
"5316",486,3344,156,13559,1038,1976,44,54,68,c(-74.0396118164, 4.6960449874)
"5317",2070,4290,907,29397,6300,30353,79,50,2012,c(-74.0307901, 4.7451407)
"5318",1775,3421,1221,13502,4755,4742,79,69,153,c(-74.0443134175, 4.7271550227)
"5319",448,1017,1173,4980,8178,16022,30,65,2303,c(-74.0702521, 4.6891733)
"5320",626,3527,1150,16371,4895,22192,16,56,1856,c(-74.055, 4.694)
"5321",720,1958,768,27720,3794,210,13,85,618,c(-74.071, 4.642)
"5322",79,7056,1055,1221,1047,3316,14,53,68,c(-74.031, 4.7)
"5323",490,6831,1237,27541,4735,5075,44,53,1907,c(-74.046, 4.707)
"5324",1775,3421,1221,13502,4755,4742,79,69,1946,c(-74.045, 4.727)
"5325",1775,3421,1221,13509,4755,4742,79,69,1943,c(-74.045, 4.726)
"5326",1060,3344,1152,60958,4880,5727,44,54,66,c(-74.045, 4.694)
"5327",208,7073,1396,43786,1150,13878,79,69,1975,c(-74.0363466, 4.7326301)
"5328",1857,6668,76,68298,6303,28930,45,68,407,c(-74.062, 4.739)
"5329",2031,7950,1696,46508,6303,34597,45,68,408,c(-74.055, 4.741)
"5330",1775,3421,1221,13502,4755,1058,79,69,153,c(-74.044, 4.727)
"5331",17,1006,1932,54354,3801,12236,13,80,509,c(-74.081, 4.648)
"5332",486,3344,156,13560,1038,1976,14,54,68,c(-74.039, 4.696)
"5333",2070,417,932,61143,6300,17495,79,50,404,c(-74.033, 4.746)
"5334",1791,2162,166,6973,4851,9961,32,69,134,c(-74.031, 4.716)
"5335",1690,519,1237,13836,4735,31011,44,53,1907,c(-74.0410944, 4.7059563)
"5336",2246,1815,1055,14097,3568,3298,14,53,68,c(-74.028, 4.701)
